transcript_id	gene_name	baseMean	gcn2ko_arg_6h.vs.gcn2ko_rich_6h	gcn2ko_leu_6h.vs.gcn2ko_rich_6h	hct116_arg_3h.vs.hct116_rich_3h	hct116_leu_3h.vs.hct116_rich_3h	hela_arg_mono_3h.vs.hela_rich_mono_3h	hela_leu_mono_3h.vs.hela_rich_mono_3h	hrgfp_arg_6h.vs.hrgfp_rich_6h	hrgfp_leu_6h.vs.hrgfp_rich_6h	ragbq99l_arg_6h.vs.ragbq99l_rich_6h	ragbq99l_leu_6h.vs.ragbq99l_rich_6h	X293t_arg_6h.vs.X293t_rich_6h	X293t_hrgfp_arg_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_argtorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_leu_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_leutorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_richtorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_leu_6h.vs.X293t_rich_6h
ENST00000250113.11	FXR2	321	0.209	0.599	0.132	0.222	-0.073	-0.162	-0.548	-0.374	-0.237	0.161	-0.56	-0.485	-0.687	-0.207	-0.452	-0.2	-0.125
ENST00000250124.10	MPDU1	563	-0.448	-0.116	-0.422	-0.088	-0.242	0.119	-0.214	0.207	-0.235	0.212	-0.066	-0.28	-0.337	0.183	-0.309	-0.253	0.107
ENST00000250237.9	QTRT1	164	0.051	-0.212	-0.034	-0.643	-0.433	-0.165	0.317	0.027	0.29	-0.163	0.077	0.672	-0.166	0.217	0.186	-0.071	-0.104
ENST00000250244.10	AP1M2	93	3.135	2.566	-0.037	-0.015	-0.067	-0.045	-0.695	-0.477	-0.04	-0.493	0.635	-0.188	0.137	-0.423	0.473	-0.103	0.13
ENST00000250263.7	ERI1	245	-0.09	-0.335	0.136	0.047	-0.101	0.116	-0.02	-0.397	-0.266	-0.298	-0.14	-0.246	0.18	-0.197	-0.144	0.046	-0.43
ENST00000250373.8	NFATC4	37	-0.53	-0.099	0.253	0.733	0.548	0.098	-0.268	0.406	-0.33	-0.461	-0.732	0.775	0.063	0.503	0.906	0.575	-0.315
ENST00000250416.9	PARP2	362	-0.201	0.137	0.112	0.233	0.297	-0.259	-0.131	-0.126	0.071	0.086	-0.258	-0.096	0.069	-0.07	0.035	0.09	-0.24
ENST00000250448.2	FOXA1	47	-0.419	-0.11	-2.139	-2.074	-0.272	-0.253	-0.092	-0.022	-0.21	-0.466	0.212	-0.128	-0.292	-0.16	-0.197	-0.255	-0.583
ENST00000250454.7	EAPP	379	0.539	-0.019	0.461	0.249	0.41	0.228	0.355	0.571	0.166	0.255	0.203	0.152	0.427	0.411	0.501	0.531	0.43
ENST00000250457.7	EGLN3	67	-1.348	-1.002	0.405	-1.267	-0.388	-0.715	-0.791	-0.876	-0.834	-1.04	-0.449	-0.258	-0.465	-0.232	-0.209	-0.582	-0.428
ENST00000250489.8	TMEM55B	147	0.352	0.116	0.151	-0.498	0.524	0.008	0.171	0.124	0.091	-0.227	-0.054	-0.083	-0.338	-0.126	0.066	-0.245	0.13
ENST00000250495.9	NEDD8	1704	0.062	0.03	-0.342	-0.3	-1.088	-0.094	-0.564	0.36	-0.294	-0.154	-0.633	-0.425	0.204	0.002	0.239	-0.458	-0.32
ENST00000250498.8	DAD1	1672	-0.365	-0.387	-1.115	-0.511	-0.705	0.179	-0.93	0.032	-0.957	-0.148	-0.996	-0.516	-0.552	0.112	-0.327	-0.559	-0.392
ENST00000250559.13	RAP1B	1206	0.12	0.368	0.404	0.262	-0.553	0.145	-0.031	0.41	-0.318	-0.013	-0.254	-0.059	0.267	0.312	0.056	-0.091	0.11
ENST00000250894.8	MAPK8IP3	63	-0.096	-0.424	0.88	0.392	0.873	0.335	0.166	0.531	-0.241	-0.537	-0.274	0.358	0.194	0.063	0.851	0.184	-0.011
ENST00000250896.7	MKNK2	137	-1.378	-0.771	-1.097	-0.692	-0.41	-0.93	-0.796	-0.389	-1.244	-1.306	-0.593	-0.644	-1.521	-0.605	-1.127	-1.207	-0.76
ENST00000250916.5	KLF16	89	-0.282	-1.552	-0.227	-0.182	-0.845	-0.247	-1.251	-0.645	-0.392	-0.667	-0.601	-0.542	-1.303	-0.757	-0.697	-0.744	-1.106
ENST00000250937.7	DOHH	99	0.709	0.29	-0.392	-0.422	0.411	0.268	0.016	0.041	0.169	-0.032	-0.365	-0.011	-0.361	-0.081	-0.064	-0.149	-0.285
ENST00000251020.8	SALL1	179	0.036	0.606	0.083	-0.267	0.432	0.683	0.282	0.051	0.427	0.08	0.629	0.623	0.595	0.459	0.663	0.55	0.425
ENST00000251038.9	ZC3H14	707	-0.233	-0.128	0.383	0.254	0.424	0.312	-0.106	-0.29	0.025	0.029	0.083	-0.286	0.003	-0.192	-0.062	-0.045	0.106
ENST00000251047.5	LMAN1	1304	-0.532	-0.856	-0.14	-0.222	-0.02	0.147	-0.419	-0.474	-0.456	-0.371	-0.405	-0.299	-0.59	-0.21	-0.544	-0.605	-0.372
ENST00000251074.5	NUP37	622	0.188	0.091	-0.176	0.034	-0.044	-0.042	-0.273	-0.337	-0.424	-0.308	0.027	-0.232	0.245	-0.143	-0.078	0.191	-0.218
ENST00000251076.9	DMXL2	150	0.42	-0.091	-0.18	0.404	0.182	0	0.531	-0.01	-0.001	0.218	0.331	0.089	0.447	-0.121	0.294	0.644	0.178
ENST00000251089.6	ANGEL1	219	0.4	0.484	-0.558	-0.31	-0.35	-0.574	-0.257	-0.077	-0.008	0.138	-0.048	-0.14	0.18	0.044	0.121	0.054	-0.026
ENST00000251101.11	ENOSF1	117	0.115	0.007	0.089	0.411	-0.435	-0.299	0.265	0.458	-0.114	0.134	-0.002	-0.036	-0.181	0.132	0.4	0	0.421
ENST00000251166.8	CORO7	144	0.66	-0.185	0.278	-0.608	0.278	-0.068	0.151	-0.178	0.238	0.018	-0.222	0.725	0.107	0.238	0.033	0.301	-0.133
ENST00000251241.8	DHX40	652	-0.085	0.085	0.251	0.134	0.215	0.095	0.579	0.389	0.355	0.294	0.388	0.08	0.469	0.327	0.246	0.358	0.438
ENST00000251250.7	DTWD1	154	-0.298	-0.206	-0.441	-0.584	-0.021	-0.201	0.049	0.087	-0.368	-0.303	0.072	-0.22	0.475	-0.073	0.408	0.209	-0.131
ENST00000251287.2	HCN2	35	0.371	-0.614	1.253	2.318	0.049	-0.142	0.601	0.819	0.898	-0.078	0.509	-0.025	-1.047	-0.819	-0.586	-0.747	0.246
ENST00000251303.10	SLX1A	174	0.065	0.146	-0.118	-0.267	0.172	-0.217	0.797	0.882	-0.138	0.073	0.169	0.423	-0.12	-0.045	0.168	0.161	-0.007
ENST00000251343.9	KHNYN	75	-0.493	0.073	0.668	-0.12	0.56	0.12	0.231	0.43	0.115	-0.069	0.277	-0.061	0.397	-0.195	0.6	0.592	0.148
ENST00000251412.7	TUBG2	48	-0.584	-0.21	-0.492	-0.608	-0.145	-0.222	0.936	0.355	-0.272	0.178	-0.262	-0.651	-0.629	-0.164	0.292	-0.646	0.019
ENST00000251413.7	TUBG1	1290	0.451	0.345	-0.167	-0.112	-0.408	-0.12	-0.37	-0.596	-0.094	-0.393	-0.52	0.019	-0.381	-0.089	-0.344	-0.463	-0.699
ENST00000251453.7	RPS16	7601	0.752	0.16	-0.381	-0.681	-0.125	-0.774	0.132	-0.4	0.469	-0.279	-0.212	-0.248	-2.205	-0.95	-1.873	-1.8	-0.969
ENST00000251496.6	NCAPG	1127	-0.135	0.264	0.646	0.233	0.674	0.173	0.146	-0.279	0.221	0.374	0.038	-0.204	0.255	-0.298	0.097	0.494	0.059
ENST00000251507.8	RABGAP1L	168	0.154	0.056	0.634	0.415	0.118	0.127	0.572	0.127	0.373	0.519	0.814	0.517	0.713	0.248	0.527	0.479	0.582
ENST00000251527.9	ESYT2	556	-0.581	-0.093	-0.316	-0.09	-0.196	0.132	0.057	0.195	-0.157	0.092	-0.153	-0.094	0.07	0.094	0.058	-0.207	0.37
ENST00000251547.9	FBXO44	60	-0.771	-0.555	-0.671	0.035	-0.015	0.683	-1.273	-0.209	-0.489	0.136	-0.385	-0.327	-1.172	0.047	-0.437	-0.742	-0.187
ENST00000251588.6	NARFL	109	0.637	0.039	-0.192	-0.154	0.115	0.057	-0.055	-0.436	-0.04	-0.58	-0.043	0.504	0.304	-0.285	-0.157	0.014	-0.183
ENST00000251607.10	TRNT1	219	0.882	0.203	-0.082	-0.03	0.259	0.308	0.263	-0.185	0.282	0.396	0.532	-0.32	0.146	-0.161	-0.013	-0.076	-0.006
ENST00000251636.9	DHX29	429	0.103	0.263	0.752	0.679	0.24	0.061	0.211	-0.501	0.353	0.385	0.462	0.322	0.37	-0.008	0.064	0.524	0.185
ENST00000251654.8	PCCB	607	-0.09	-0.172	0.14	-0.104	-0.07	-0.211	0.546	0.324	0.303	-0.124	0.307	0.347	0.412	0.107	0.261	0.425	0.085
ENST00000251691.4	ARFGEF3	62	-0.267	-0.115	-0.554	0.51	-0.596	-0.346	0.294	-0.013	-0.338	-0.035	0.005	0.002	0.137	0.248	0.59	0.678	0.015
ENST00000251775.8	SNX4	339	-0.075	0.325	-0.037	-0.004	-0.805	-0.364	-0.222	-0.08	-0.365	0.018	-0.557	-0.504	-0.228	-0.103	-0.392	-0.368	-0.174
ENST00000251809.4	SPAG1	74	0.194	-0.213	0.638	0.357	0.768	0.424	0.305	-0.108	0.455	0.263	1.265	0.293	0.28	0.142	0.38	0.378	0.382
ENST00000251810.7	RRM2B	182	-0.195	-0.086	-0.022	-0.375	0.12	0.241	-0.015	0.249	0.242	0.25	0.063	0.359	0.443	0.242	0.498	0.518	0.269
ENST00000251849.8	RAF1	245	-0.853	-1.785	-1.173	-0.523	-0.572	-0.257	-0.377	-0.253	-0.685	-1.089	-0.419	-0.569	0.42	-0.362	0.473	0.461	-0.237
ENST00000251871.7	MED17	376	0.095	0.155	0.397	0.157	0.455	0.247	-0.091	-0.696	-0.055	-0.284	0.056	-0.261	-0.158	-0.262	-0.438	-0.064	-0.169
ENST00000251900.8	SCML2	329	0.085	-0.023	0.096	-0.081	-0.375	-0.125	-0.318	-0.735	-0.342	-0.421	-0.182	-0.059	0.364	-0.116	-0.134	0.426	-0.179
ENST00000251968.3	TSG101	643	-0.384	0.249	0.24	0.223	0.009	0.048	-0.154	0.004	-0.311	0.014	-0.155	-0.183	0.152	0.133	0.093	0.296	0.332
ENST00000252011.7	DHX35	117	0.736	0.462	0.381	0.417	0.387	0.529	0.955	0.588	1.099	1.099	0.755	1.038	1.137	0.649	0.838	0.885	0.64
ENST00000252015.2	TRPC4AP	688	0.42	-0.048	0.228	0.099	0.112	-0.017	0.257	-0.336	0.454	0.261	0.415	0.478	0.205	0.315	0.095	0.231	0.018
ENST00000252029.7	TYMP	58	1.635	0.519	-0.107	-0.329	0.629	0.035	0.405	0.34	0.588	0.135	0.976	0.849	-0.652	-0.349	0.225	0.173	-0.317
ENST00000252102.8	NDUFA2	1294	0.196	0.211	-0.51	-0.637	-0.216	-0.136	-0.027	0.286	0.184	-0.253	-0.276	0.275	-0.032	0.077	-0.172	-0.672	-0.295
ENST00000252115.9	POLDIP3	646	1.097	0.121	0.348	0.037	0.112	0.042	-0.184	-0.295	0.139	0.025	0.212	-0.049	-0.218	-0.107	-0.328	-0.151	-0.139
ENST00000252136.11	TRMT2A	208	-0.26	-0.154	-0.332	0.111	-0.282	-0.185	0.06	0.251	-0.338	-0.193	-0.193	0.181	-0.042	0.114	0.238	0.259	-0.106
ENST00000252137.10	DGCR14	210	-1.031	0.185	-0.617	-0.085	-0.883	-0.242	-0.941	0.032	-1.263	-0.296	-0.955	-0.33	-0.448	-0.029	-0.306	-0.142	-0.318
ENST00000252207.9	ZSCAN9	49	0.576	1.346	0.581	0.6	0.402	0.46	0.057	0.685	0.532	0.998	0.156	0.092	-0.255	0.043	-0.396	-0.138	0.279
ENST00000252211.6	ZKSCAN3	39	0.745	0.86	1.109	1.013	-0.305	1.168	1.512	1.18	0.773	0.941	1.205	0.812	0.902	0.758	0.851	0.967	1.235
ENST00000252229.6	MICB	69	-0.544	-0.367	-0.22	-0.632	-0.64	0.472	0.054	0.523	0.143	-0.088	-0.031	0.594	-0.6	0.36	-0.001	-0.046	-0.393
ENST00000252288.6	GAMT	194	0.005	-0.276	-0.569	-0.457	-0.662	-0.513	-0.06	0.074	-0.457	-0.481	-0.407	-0.108	-1.273	-0.27	-0.924	-1.079	-0.473
ENST00000252329.3	PSMG3	117	1.097	0.631	-0.582	-1.639	-0.091	-0.035	-0.4	0.508	-0.264	0.125	-0.461	-0.517	-0.543	-0.3	0.097	-0.683	-0.201
ENST00000252445.7	ELOF1	331	0.014	-0.391	-0.558	-0.519	0.093	-0.015	-0.328	-0.4	0.185	-0.534	-0.405	0.175	-0.65	-0.132	-0.527	-1.114	-0.716
ENST00000252485.8	PVRL2	236	-0.416	-0.142	0.55	0.303	0.047	0.158	-0.442	-0.267	-0.106	-0.546	-0.906	0.105	-0.084	0.239	0.084	-0.27	-0.666
ENST00000252487.9	TOMM40	1235	0.312	0.059	-0.746	-0.135	-0.715	-0.268	-0.842	-0.207	-0.557	-0.297	-0.881	-0.166	-0.504	-0	-0.313	-0.57	-0.496
ENST00000252512.13	XPO7	747	0.308	0.48	0	0.211	-0.207	0.055	0.094	0.015	0.128	0.212	0.296	0.264	0.415	0.47	0.464	0.432	0.361
ENST00000252542.8	SAFB2	486	0.139	-0.116	0.761	0.049	0.009	-0.023	-0.909	-0.531	-0.344	-0.27	-0.639	0.075	-0.392	-0.059	-0.186	-0.072	-0.281
ENST00000252599.8	COLGALT1	636	0.128	0.23	-0.323	-0.118	-0.155	0.071	-0.195	-0.062	-0.084	0.057	-0.207	-0.249	-0.451	-0.082	-0.265	-0.367	-0.164
ENST00000252602.1	MRPL34	127	-0.188	0.271	-1.26	-0.968	-0.05	-0.735	-0.494	0.248	-0.598	-0.113	-0.806	-0.444	-0.863	-0.41	-0.356	-0.65	-0.533
ENST00000252603.6	PGLS	273	0.37	0.333	0.126	-0.077	-0.153	-0.355	0.198	0.462	0.4	0.12	0.185	0.071	-0.801	-0.184	-0.623	-1.138	-0.02
ENST00000252622.14	LSM7	747	-0.939	-0.77	-0.915	-0.613	-0.155	-0.334	-0.629	0.513	-0.878	0.024	-0.941	-0.103	-0.058	0.109	0.234	-0.263	-0.143
ENST00000252655.1	RSPH3	70	0.278	0.78	0.533	0.11	0.017	0.383	1.128	0.766	0.706	0.076	1.22	0.209	-0.011	-0.052	0.022	0.031	0.816
ENST00000252674.8	MLLT1	245	-0.632	0.029	-0.788	-0.382	-0.19	0.178	-0.689	-0.151	-0.924	-0.34	-0.667	-0.294	-0.554	-0.146	-0.416	-0.322	-0.375
ENST00000252699.6	ACTN4	2744	-0.182	-0.155	0.223	0.038	0.314	0.179	-0.306	-0.423	-0.084	-0.175	-0.159	0.264	-0.038	0.023	-0.015	0.249	-0.109
ENST00000252711.6	NDUFA10	696	0.228	-0.424	-0.103	0.014	-0.19	-0.161	-0.03	-0.389	0.165	-0.356	-0.225	-0.012	-0.135	-0.133	-0.283	-0.157	-0.371
ENST00000252713.8	ZNF655	122	0.82	0.058	0.29	-0.267	0.516	0.414	0.101	-0.334	0.608	-0.055	0.442	0.358	0.32	0.124	0.594	-0.069	-0.123
ENST00000252725.9	ARPC1B	329	-0.045	-0.841	-0.221	-0.116	-0.34	-0.256	-0.084	-0.463	-0.05	-0.558	-0.315	-0.248	-1.047	-0.64	-0.851	-0.839	-0.747
ENST00000252744.5	ZSWIM6	237	0.92	0.69	0.945	0.492	0.999	0.424	0.203	-0.176	0.675	0.539	0.574	1.019	0.659	0.567	0.17	0.445	0.414
ENST00000252785.3	SCO2	278	0.17	-0.858	-0.926	-0.534	-0.187	0.034	-0.791	-0.774	-0.344	-1.101	-0.915	-0.295	-0.91	-0.65	-0.69	-0.658	-1.05
ENST00000252797.6	ZNF764	55	0.81	0.202	-0.151	-0.715	0.371	0.621	-0.13	0.006	0.192	0.022	-0.014	0.093	-0.643	-0.219	0.002	-0.362	0.105
ENST00000252804.8	PXDN	551	-0.389	-0.374	0.055	0.153	0.548	0.47	-0.023	-0.277	-0.279	-0.288	-0.118	0.041	-0.458	0.238	-0.7	-0.714	-0.283
ENST00000252818.4	JUND	359	1.31	1.305	-0.165	-0.659	0.636	0.019	0.48	0.496	1.11	0.163	0.619	1.37	-0.114	0.03	0.014	-0.433	-0.114
ENST00000252840.10	ZNF557	82	0.662	0.334	1.119	0.411	0.936	0.545	0.596	-0.223	0.626	0.763	0.969	0.741	0.486	0.587	0.214	0.59	0.315
ENST00000252891.8	NUMBL	101	-0.193	-0.264	-0.595	-0.091	-0.586	-0.263	-0.284	-0.196	-0.585	-0.86	-0.95	0.326	0.004	0.058	-0.254	0.171	-0.58
ENST00000252934.9	ATXN10	1774	0.343	0.324	-0.101	-0.058	-0.142	0.078	0.141	0.154	0.03	0.284	0.172	0.112	0.374	0.117	0.042	0.379	0.271
ENST00000252936.7	TUBGCP2	471	-0.001	0.055	0.062	-0.079	-0.39	-0.226	-0.083	-0.106	-0.175	-0.134	-0.046	0.073	-0.029	-0.013	-0.038	0.141	-0.086
ENST00000252979.5	ZNF337	48	0.666	0.141	0.336	0.038	0.644	0.02	0.574	-0.029	0.271	0.127	0.465	0.486	0.074	0.067	-0.558	-0.043	0.604
ENST00000252992.8	CEP85	258	0.485	0.34	0.264	-0.062	0.265	0.202	-0.237	-0.146	0.378	0.25	-0.129	0.145	-0.104	0.057	-0.345	-0.158	0.004
ENST00000252996.8	TAF4	161	-0.22	-0.141	-0.369	-0.646	-0.055	0.003	0.065	0.295	-0.15	-0.212	0.124	0.095	-0.339	0.156	0.138	-0.422	0.22
ENST00000252999.7	LAMA5	253	-0.046	0.045	-0.183	-0.145	1.349	0.527	0.076	-0.279	-0.139	-0.43	-0.183	0.229	-0.921	-0.006	-0.636	-0.9	-0.415
ENST00000253003.6	ADRM1	1206	0.358	-0.095	-0.379	-0.421	-0.129	-0.124	-0.31	-0.342	-0.274	-0.569	-0.312	-0.307	-0.748	-0.252	-0.5	-0.638	-0.65
ENST00000253023.7	UBE2M	1423	0.152	0.738	-0.633	-0.139	-0.561	-0.457	-0.477	0.158	-0.49	0.072	-0.575	-0.191	-0.129	0.047	-0.012	-0.192	-0.125
ENST00000253024.9	TRIM28	3791	-0.072	0.138	0.106	0.081	0.212	0.052	-0.131	-0.354	0.076	0.214	0.011	0.31	-0.116	-0.064	-0.341	0.12	-0.016
ENST00000253031.6	YIPF2	149	-0.277	0.603	-0.582	-0.142	-0.669	-0.317	0.046	0.108	-0.446	-0.095	0.401	-0.144	-0.319	0.074	-0.267	-0.262	0.21
ENST00000253039.8	EIF2S3	2403	-0.093	0.005	-0.45	-0.317	-0.001	-0.044	-0.152	-0.45	-0.39	-0.175	-0.232	-0.09	-1.433	-0.212	-1.38	-1.282	-0.468
ENST00000253047.6	TMEM160	197	-0.254	-0.272	-1.279	-0.774	-0.432	-0.2	-0.297	0.26	-0.204	-0.509	-0.514	-0.083	-0.801	-0.4	-0.364	-0.503	-0.294
ENST00000253048.9	ZC3H4	305	-0.346	0.209	0.601	-0.142	0.535	0.187	-0.24	0.006	0.375	0.488	0.133	0.171	0.419	0.036	0.272	0.589	0.242
ENST00000253063.3	SESN2	528	-1.113	-0.965	2.142	0.733	4.222	2.525	2.052	2.488	1.943	2.277	1.985	2.534	1.188	2.002	0.07	0.24	2.546
ENST00000253083.8	HIP1R	126	0.125	-0.322	0.074	-0.013	0.722	0.191	0.071	-0.076	0.279	-0.091	-0.098	0.756	0.507	0.125	0.154	0.309	-0.273
ENST00000253107.11	PPAN	587	0.369	0.053	-0.394	-0.031	0.115	-0.035	-0.367	-0.309	0.109	-0.02	-0.565	-0.378	-0.808	-0.28	-0.44	-0.651	-0.603
ENST00000253108.8	EIF3G	1324	-0.209	0.079	-0.515	-0.27	-0.725	-0.124	-1.012	-0.387	-0.717	-0.443	-0.861	-0.264	-0.932	-0.199	-0.606	-0.84	-0.558
ENST00000253122.9	SLC6A8	325	-0.022	0.439	0.367	0.616	-0.89	-0.072	0.119	0.077	-0.037	0.144	-0.264	0.173	0.23	0.3	0.314	0.339	-0.366
ENST00000253144.13	ZNF331	35	1.278	-2.319	-0.332	-0.267	1.306	0.785	4.333	2.966	0.545	-0.493	-1.365	3.254	3.58	2.02	2.915	2.34	0.13
ENST00000253193.8	LRP3	98	-0.881	-0.667	-0.029	-0.174	0.339	-0.732	0.114	0.263	-0.625	-0.078	-0.374	-0.307	-0.081	-0.632	0.301	-0.103	-0.22
ENST00000253233.5	C12orf65	144	0.213	0.678	-0.198	-0.229	0.081	0.043	-0.075	0.453	-0.308	0.187	0.039	-0.101	-0.131	0.317	0.04	-0.224	0.197
ENST00000253237.9	GRWD1	584	0.388	0.407	0.377	0.171	-0.093	-0.195	-0.52	-0.364	0.016	0.021	-0.447	-0.095	-0.538	-0.131	-0.304	-0.247	-0.439
ENST00000253247.8	NOL11	1734	-0.107	-0.211	-0.036	0.048	0.252	-0.068	-0.091	-0.717	-0.049	-0.143	-0.16	-0.072	0.261	-0.238	-0.178	0.351	-0.432
ENST00000253251.12	UBE4B	484	-0.45	-0.02	0.38	0.476	-0.137	0.147	-0.069	-0.278	0.344	0.337	0.19	0.406	0.536	0.357	0.23	0.534	0.074
ENST00000253329.2	PPIL4	762	0.872	0.63	0.175	0.208	0.488	0.296	0.405	0.331	0.486	0.514	0.57	0.341	0.554	0.237	0.137	0.32	0.61
ENST00000253332.5	AKAP12	2685	-0.433	-0.203	0.652	0.388	0.745	0.408	-0.131	-0.343	0.02	0.056	0.308	-0.019	-0.056	0.03	0.131	-0.05	0.178
ENST00000253339.9	LATS1	381	0.148	-0.049	0.243	0.232	0.382	0.063	-0.169	-0.459	0.082	-0.037	-0.097	-0.186	0.017	-0.137	-0.479	0.019	-0.091
ENST00000253363.10	RBM39	1902	0.392	0.048	0.559	0.352	0.709	0.26	0.068	-0.504	0.362	0.073	0.263	-0.009	0.145	-0.103	-0.283	0.056	-0.291
ENST00000253401.10	ARHGEF9	25	-0.74	-0.31	0.891	-0.852	0.963	0.098	1.599	1.34	1.297	0.651	1.401	0.635	0.684	0.784	-0.058	0.326	1.393
ENST00000253413.9	ATP6V1E1	1027	0.249	-0.291	0.189	0.195	-0.143	-0.078	-0.277	-0.626	-0.174	-0.716	-0.388	-0.297	-0.035	-0.296	-0.1	-0.054	-0.448
ENST00000253452.6	COX4I1	2814	-0.165	-0.546	-0.81	-0.576	-0.527	-0.336	-0.541	-0.024	-0.381	-0.467	-0.516	-0.446	-1.086	-0.369	-0.731	-1.017	-0.373
ENST00000253457.7	EMC8	430	0.525	-0.213	-0.5	-0.261	-0.614	-0.285	-0.225	-0.123	-0.27	-0.448	-0.367	-0.219	-0.208	-0.217	0.058	-0.08	-0.507
ENST00000253458.11	GSE1	315	0.522	0.231	0.259	-0.007	1.097	0.125	0.404	0.011	0.69	0.412	0.674	0.317	0.069	0.12	0.214	0.037	0.249
ENST00000253462.7	GINS2	784	0.933	0.697	-0.828	-0.242	-0.559	-0.226	-0.236	0.233	-0.049	0.041	-0.29	-0.251	-0.308	0.003	-0.474	-0.524	-0.196
ENST00000253506.9	NFATC1	67	0.149	-0.396	-0.588	-0.606	-0.112	0.411	-0.25	0.114	-0.3	-0.188	0.212	0.572	0.137	0.08	-0.174	0.427	0.219
ENST00000253577.7	ABCB7	389	-0.18	-0.268	0.369	0.758	-0.066	0.151	0.296	0.099	-0.012	0.125	-0.012	-0.041	-0.547	0.011	-0.564	-0.561	0.033
ENST00000253669.9	HAUS8	108	-0.25	-0.782	0.166	0.19	-0.301	-0.297	0.212	0.312	0.003	-0.213	0.144	-0.069	-0.374	-0.348	-0.306	-0.212	-0.016
ENST00000253686.6	MRPS25	513	0.036	0.173	-0.461	-0.267	-0.406	-0.11	-0.378	-0.002	-0.038	0.033	-0.104	-0.084	0.085	0.071	0.155	-0.144	-0.122
ENST00000253692.11	TBC1D5	86	-0.485	-0.462	-0.255	-0.287	-0.677	-0.099	0.44	0.436	0.101	0.019	0.822	0.573	1.125	0.904	0.8	1.174	0.448
ENST00000253693.6	CAPN7	247	0.269	-0.071	0.236	0.123	0.112	0.004	0.467	-0.076	0.31	0.197	0.658	0.164	0.284	0.217	0.04	0.403	0.425
ENST00000253699.7	RBSN	93	0.549	0.009	0.485	-0.2	0.473	-0.14	0.504	0.579	0.291	0.183	0.406	0.22	0.422	-0.138	0.306	0.491	0.328
ENST00000253778.12	GFPT2	85	0.197	-0.055	0.388	0.105	-0.102	-0.011	-0.649	-0.907	-0.069	-0.347	-0.365	0.653	0.506	0.007	-0.271	0.327	-0.507
ENST00000253788.9	RPL27	11950	0.478	0.36	-0.57	-0.702	-0.05	-0.359	-0.349	-0.679	0.16	-0.488	-0.511	-0.313	-1.419	-0.732	-1.573	-1.739	-1.105
ENST00000253794.6	VPS25	758	-0.725	-0.114	-0.791	-0.572	-0.394	0.006	-0.631	0.1	-0.803	-0.255	-0.863	-0.032	-0.299	0.181	-0.15	-0.353	-0.328
ENST00000253814.5	NDFIP1	1260	0.024	-0.675	-0.161	-0.023	-0.587	-0.079	-0.342	0.033	-0.356	-0.124	-0.001	-0.271	0.41	0.097	0.407	0.208	0.09
ENST00000253861.4	EXOC4	335	-0.237	-0.382	0.495	0.246	0.022	-0.032	0.308	0.006	0.261	0.273	0.475	0.111	0.019	-0.031	-0.036	0.226	0.286
ENST00000253925.11	PPFIA1	346	0.473	-0.099	-0.36	0.134	0.043	-0.086	0.268	-0.227	0.476	-0.071	0.228	0.327	0.548	0.107	0.215	0.404	-0.113
ENST00000254029.7	WDR44	489	0.94	0.568	-0.055	0.218	0.537	0.448	0.084	-0.228	-0.297	-0.376	0.225	0.208	0.265	0.124	-0.104	0.078	0.142
ENST00000254037.6	ZCCHC9	177	0.476	-0.49	0.028	-0.064	-0.126	-0.183	0.053	0.163	0.031	-0.376	-0.016	-0.554	-0.203	-0.255	-0.28	-0.649	-0.245
ENST00000254066.9	RARA	130	0.346	0.201	0.183	0.138	0.648	0.296	-0.407	-0.399	-0.448	-0.515	-0.376	0.052	0.034	-0.215	-0.176	-0.193	-0.439
ENST00000254101.3	PRKAB2	72	0.465	1.201	1.177	0.032	0.597	0.726	0.786	0.566	0.318	0.46	0.618	0.365	0.113	0.378	0.563	0.009	0.319
ENST00000254108.11	FUS	4246	0.358	0.299	0.485	0.078	0.362	0.137	0.148	-0.004	0.361	0.239	0.012	0.187	0.102	0.068	-0.095	0.473	0.21
ENST00000254190.3	CHSY1	92	-2.251	-0.058	-1.228	-0.163	-1.416	-0.072	-0.361	0.276	-0.853	0.092	-0.328	-1.018	-0.989	-0.15	0.058	-0.33	0.142
ENST00000254193.10	SNRPA1	1476	-0.893	-0.661	-0.234	-0.147	-0.507	-0.309	-0.534	-0.51	-0.417	-0.411	-0.834	-0.482	-0.386	-0.355	-0.339	-0.516	-0.596
ENST00000254250.7	THAP1	120	-0.124	0.4	0.231	0.273	0.432	0.318	0.015	0.208	-0.074	0.153	0.133	-0.466	-0.171	-0.169	-0.535	-0.196	0.502
ENST00000254260.7	RHPN2	201	-0.472	-0.473	0.136	0.132	-0.164	-0.163	-0.567	-0.947	-0.567	-0.61	-0.902	0.148	-0.388	-0.225	-0.59	-0.225	-0.656
ENST00000254286.8	ACTR10	632	-0.049	-0.183	0.121	0.061	-0.096	-0.113	0.396	0.023	0.225	-0.166	0.439	0.077	0.316	0.1	0.244	0.322	0.162
